Compound,Space_Group,Crystal_System,cluster_id,Representative_Compound
AcCuO3_221,221,cubic,161,Sr3La7Mn7(FeO10)3_1
AcFeO3_221,221,cubic,173,VBiO3_14
AcGaO3_221,221,cubic,161,Sr3La7Mn7(FeO10)3_1
AcMnO3_221,221,cubic,173,VBiO3_14
AcNiO3_221,221,cubic,97,La3Mn3O10_1
AcPdO3_221,221,cubic,53,EuMoO3_221
AcScO3_221,221,cubic,170,TlCuF3_123
AcVO3_221,221,cubic,173,VBiO3_14
Ag12SBr_221,221,cubic,70,K2LiLuCl6_225
Ag12SI_221,221,cubic,70,K2LiLuCl6_225
Ag3IrO4_91,91,tetragonal,97,La3Mn3O10_1
Ag3SBr_63,63,orthorhombic,167,Tb3AlC_221
Ag3SI_155,155,trigonal,168,Tl2SnO3_62
Ag6S2IBr_42,42,orthorhombic,168,Tl2SnO3_62
AlAgO3_221,221,cubic,82,K5Na3Ta5Nb3O24_1
AlAuO3_221,221,cubic,50,ErVO3_62
AlBiO3_221,221,cubic,50,ErVO3_62
AlCoO3_221,221,cubic,111,MgFeO3_221
AlCoO3_62,62,orthorhombic,0,AlCoO3_62
AlCrO3_123,123,tetragonal,111,MgFeO3_221
AlFe3B_221,221,cubic,112,MgNi3C_221
AlFe3C_221,221,cubic,112,MgNi3C_221
AlFe3H_221,221,cubic,175,ZnNi3N_221
AlFe3O_221,221,cubic,154,ScBRh3_221
AlFeO3_221,221,cubic,111,MgFeO3_221
AlGaO3_62,62,orthorhombic,0,AlCoO3_62
AlInO3_62,62,orthorhombic,108,LuAlO3_221
AlIrO3_221,221,cubic,108,LuAlO3_221
AlMoO3_221,221,cubic,82,K5Na3Ta5Nb3O24_1
AlNi3C_221,221,cubic,112,MgNi3C_221
AlNiO3_221,221,cubic,1,AlNiO3_221
AlPt3C_221,221,cubic,172,UBRh3_221
AlVO3_221,221,cubic,21,CaSiO3_139
AlVO3_62,62,orthorhombic,2,AlVO3_62
Ba10Ta10(N3O7)3_47,47,orthorhombic,53,EuMoO3_221
Ba10Ti8NbNiO30_139,139,tetragonal,170,TlCuF3_123
Ba10Zn4Cu(WO6)5_12,12,monoclinic,166,SrPrZnBiO6_216
Ba12(CoO3)11_15,15,monoclinic,168,Tl2SnO3_62
Ba14Ir8(PdO11)3_5,5,monoclinic,157,SmScS3_62
Ba15(ZrSe3)14_167,167,trigonal,150,RbCoBr3_185
Ba16Tb8Nb5(SnO16)3_75,75,tetragonal,14,BaSrNdSbO6_216
Ba2(CrS2)5_2,2,triclinic,157,SmScS3_62
Ba2AgIO6_225,225,cubic,14,BaSrNdSbO6_216
Ba2BiIrO6_2,2,triclinic,14,BaSrNdSbO6_216
Ba2BiIrO6_225,225,cubic,14,BaSrNdSbO6_216
Ba2BiSbO6_12,12,monoclinic,14,BaSrNdSbO6_216
Ba2BiSbO6_148,148,trigonal,14,BaSrNdSbO6_216
Ba2BiSbO6_225,225,cubic,14,BaSrNdSbO6_216
Ba2CaBiO6_225,225,cubic,12,BaCaLaSbO6_216
Ba2CaIrO6_225,225,cubic,11,BaCaDyNbO6_216
Ba2CaMoO6_225,225,cubic,14,BaSrNdSbO6_216
Ba2CaNbO6_225,225,cubic,14,BaSrNdSbO6_216
Ba2CaOsO6_225,225,cubic,11,BaCaDyNbO6_216
Ba2CaReO6_225,225,cubic,11,BaCaDyNbO6_216
Ba2CaReO6_87,87,tetragonal,11,BaCaDyNbO6_216
Ba2CaSeO6_225,225,cubic,160,Sr2NdMnO6_225
Ba2CaTeO6_225,225,cubic,14,BaSrNdSbO6_216
Ba2CaUO6_14,14,monoclinic,12,BaCaLaSbO6_216
Ba2CaWO6_12,12,monoclinic,11,BaCaDyNbO6_216
Ba2CaWO6_225,225,cubic,11,BaCaDyNbO6_216
Ba2CaWO6_87,87,tetragonal,11,BaCaDyNbO6_216
Ba2CdMoO6_225,225,cubic,8,Ba2TmMoO6_225
Ba2CdOsO6_225,225,cubic,8,Ba2TmMoO6_225
Ba2CdReO6_225,225,cubic,8,Ba2TmMoO6_225
Ba2CeBiO6_225,225,cubic,6,Ba2ErPaO6_225
Ba2CeHfO6_225,225,cubic,14,BaSrNdSbO6_216
Ba2CePaO6_225,225,cubic,5,Ba2CePaO6_225
Ba2CePrO6_225,225,cubic,5,Ba2CePaO6_225
Ba2CePuO6_225,225,cubic,6,Ba2ErPaO6_225
Ba2CeSnO6_225,225,cubic,14,BaSrNdSbO6_216
Ba2CeZrO6_123,123,tetragonal,14,BaSrNdSbO6_216
Ba2CoMoO6_139,139,tetragonal,53,EuMoO3_221
Ba2CoMoO6_225,225,cubic,53,EuMoO3_221
Ba2CoReO6_166,166,trigonal,166,SrPrZnBiO6_216
Ba2CoWO6_166,166,trigonal,166,SrPrZnBiO6_216
Ba2CrBiO6_225,225,cubic,166,SrPrZnBiO6_216
Ba2CrMoO6_139,139,tetragonal,53,EuMoO3_221
Ba2DyBiO6_225,225,cubic,14,BaSrNdSbO6_216
Ba2DyMoO6_225,225,cubic,8,Ba2TmMoO6_225
Ba2DyNbO6_225,225,cubic,14,BaSrNdSbO6_216
Ba2DyPaO6_225,225,cubic,6,Ba2ErPaO6_225
Ba2DyReO6_225,225,cubic,8,Ba2TmMoO6_225
Ba2DySbO6_201,201,cubic,14,BaSrNdSbO6_216
Ba2DyTaO6_225,225,cubic,14,BaSrNdSbO6_216
Ba2DyUO6_225,225,cubic,6,Ba2ErPaO6_225
Ba2DyWO6_225,225,cubic,14,BaSrNdSbO6_216
Ba2ErMoO6_225,225,cubic,8,Ba2TmMoO6_225
Ba2ErPaO6_225,225,cubic,6,Ba2ErPaO6_225
Ba2ErReO6_12,12,monoclinic,8,Ba2TmMoO6_225
Ba2ErReO6_225,225,cubic,8,Ba2TmMoO6_225
Ba2ErTaO6_225,225,cubic,14,BaSrNdSbO6_216
Ba2ErUO6_225,225,cubic,6,Ba2ErPaO6_225
Ba2EuMgNbO6_1,1,triclinic,160,Sr2NdMnO6_225
Ba2EuMoO6_225,225,cubic,14,BaSrNdSbO6_216
Ba2EuNbO6_225,225,cubic,14,BaSrNdSbO6_216
Ba2EuReO6_225,225,cubic,14,BaSrNdSbO6_216
Ba2EuRuO6_225,225,cubic,14,BaSrNdSbO6_216
Ba2EuSbO6_201,201,cubic,14,BaSrNdSbO6_216
Ba2EuSbO6_225,225,cubic,14,BaSrNdSbO6_216
Ba2EuTaO6_87,87,tetragonal,14,BaSrNdSbO6_216
Ba2FeMoO6_139,139,tetragonal,53,EuMoO3_221
Ba2FeMoO6_44,44,orthorhombic,53,EuMoO3_221
Ba2GdBiO6_225,225,cubic,6,Ba2ErPaO6_225
Ba2GdMoO6_225,225,cubic,14,BaSrNdSbO6_216
Ba2GdNbO6_87,87,tetragonal,14,BaSrNdSbO6_216
Ba2GdPaO6_225,225,cubic,6,Ba2ErPaO6_225
Ba2GdReO6_14,14,monoclinic,14,BaSrNdSbO6_216
Ba2GdReO6_225,225,cubic,14,BaSrNdSbO6_216
Ba2GdSbO6_225,225,cubic,14,BaSrNdSbO6_216
Ba2GdTaO6_225,225,cubic,14,BaSrNdSbO6_216
Ba2GdTaO6_87,87,tetragonal,14,BaSrNdSbO6_216
Ba2GdUO6_225,225,cubic,6,Ba2ErPaO6_225
Ba2HfUO6_225,225,cubic,14,BaSrNdSbO6_216
Ba2HoMoO6_225,225,cubic,8,Ba2TmMoO6_225
Ba2HoPaO6_225,225,cubic,6,Ba2ErPaO6_225
Ba2HoReO6_225,225,cubic,8,Ba2TmMoO6_225
Ba2HoTaO6_87,87,tetragonal,14,BaSrNdSbO6_216
Ba2HoUO6_225,225,cubic,6,Ba2ErPaO6_225
Ba2InOsO6_225,225,cubic,8,Ba2TmMoO6_225
Ba2InReO6_225,225,cubic,8,Ba2TmMoO6_225
Ba2InRuO6_164,164,trigonal,160,Sr2NdMnO6_225
Ba2InSbO6_225,225,cubic,8,Ba2TmMoO6_225
Ba2La(FeO3)3_164,164,trigonal,96,La2NiMoO6_225
Ba2La2MgMn(WO6)2_12,12,monoclinic,11,BaCaDyNbO6_216
Ba2La2MgTi3O12_166,166,trigonal,159,Sr2HfCrO6_12
Ba2LaBiO6_201,201,cubic,6,Ba2ErPaO6_225
Ba2LaBiO6_225,225,cubic,6,Ba2ErPaO6_225
Ba2LaCrO6_225,225,cubic,14,BaSrNdSbO6_216
Ba2LaIrO6_12,12,monoclinic,14,BaSrNdSbO6_216
Ba2LaIrO6_148,148,trigonal,14,BaSrNdSbO6_216
Ba2LaIrO6_225,225,cubic,14,BaSrNdSbO6_216
Ba2LaNbO6_12,12,monoclinic,14,BaSrNdSbO6_216
Ba2LaNbO6_201,201,cubic,14,BaSrNdSbO6_216
Ba2LaPaO6_225,225,cubic,5,Ba2CePaO6_225
Ba2LaPuO6_225,225,cubic,5,Ba2CePaO6_225
Ba2LaSbO6_201,201,cubic,14,BaSrNdSbO6_216
Ba2LaSbO6_225,225,cubic,14,BaSrNdSbO6_216
Ba2LaTaO6_14,14,monoclinic,14,BaSrNdSbO6_216
Ba2LaTaO6_148,148,trigonal,14,BaSrNdSbO6_216
Ba2LaUO6_225,225,cubic,5,Ba2CePaO6_225
Ba2LaWO6_225,225,cubic,14,BaSrNdSbO6_216
Ba2LiIO6_225,225,cubic,130,NaPrYSbO6_216
Ba2LiLaIrO6_1,1,triclinic,7,Ba2TmMgNbO6_71
Ba2LiOsO6_225,225,cubic,132,NaSr2OsO6_225
Ba2LiReO6_225,225,cubic,132,NaSr2OsO6_225
Ba2LiTbIrO6_71,71,orthorhombic,14,BaSrNdSbO6_216
Ba2LiTbSnO6_71,71,orthorhombic,14,BaSrNdSbO6_216
Ba2LiTeO6_225,225,cubic,130,NaPrYSbO6_216
Ba2LuBiO6_148,148,trigonal,14,BaSrNdSbO6_216
Ba2LuBiO6_225,225,cubic,14,BaSrNdSbO6_216
Ba2LuMgRuO6_71,71,orthorhombic,160,Sr2NdMnO6_225
Ba2LuMoO6_225,225,cubic,8,Ba2TmMoO6_225
Ba2LuTaO6_225,225,cubic,8,Ba2TmMoO6_225
Ba2LuUO6_225,225,cubic,14,BaSrNdSbO6_216
Ba2MgMoO6_225,225,cubic,166,SrPrZnBiO6_216
Ba2MgOsO6_225,225,cubic,130,NaPrYSbO6_216
Ba2MgUO6_225,225,cubic,134,NaSrNdWO6_216
Ba2MgVMoO6_71,71,orthorhombic,160,Sr2NdMnO6_225
Ba2Mn5O10_12,12,monoclinic,168,Tl2SnO3_62
Ba2MnNbO6_62,62,orthorhombic,53,EuMoO3_221
Ba2MnSnO6_225,225,cubic,53,EuMoO3_221
Ba2MnTeO6_225,225,cubic,8,Ba2TmMoO6_225
Ba2NaIO6_225,225,cubic,11,BaCaDyNbO6_216
Ba2NaMnO6_225,225,cubic,160,Sr2NdMnO6_225
Ba2NaOsO6_225,225,cubic,130,NaPrYSbO6_216
Ba2NaReO6_225,225,cubic,130,NaPrYSbO6_216
Ba2NaUO6_58,58,orthorhombic,66,K2CrAgF6_225
Ba2NbFeO6_225,225,cubic,53,EuMoO3_221
Ba2NbInO6_225,225,cubic,8,Ba2TmMoO6_225
Ba2NbRhO6_225,225,cubic,53,EuMoO3_221
Ba2NdBiO6_201,201,cubic,6,Ba2ErPaO6_225
Ba2NdBiO6_225,225,cubic,6,Ba2ErPaO6_225
Ba2NdIrO6_225,225,cubic,14,BaSrNdSbO6_216
Ba2NdMgMoO6_1,1,triclinic,160,Sr2NdMnO6_225
Ba2NdMgRuO6_71,71,orthorhombic,7,Ba2TmMgNbO6_71
Ba2NdMoO6_2,2,triclinic,14,BaSrNdSbO6_216
Ba2NdMoO6_225,225,cubic,14,BaSrNdSbO6_216
Ba2NdMoO6_87,87,tetragonal,14,BaSrNdSbO6_216
Ba2NdNbO6_12,12,monoclinic,14,BaSrNdSbO6_216
Ba2NdPaO6_225,225,cubic,5,Ba2CePaO6_225
Ba2NdPuO6_225,225,cubic,6,Ba2ErPaO6_225
Ba2NdReO6_14,14,monoclinic,14,BaSrNdSbO6_216
Ba2NdReO6_225,225,cubic,14,BaSrNdSbO6_216
Ba2NdTaO6_12,12,monoclinic,14,BaSrNdSbO6_216
Ba2NdTaO6_225,225,cubic,14,BaSrNdSbO6_216
Ba2NdUO6_225,225,cubic,5,Ba2CePaO6_225
Ba2NdVO6_225,225,cubic,14,BaSrNdSbO6_216
Ba2NdWO6_225,225,cubic,14,BaSrNdSbO6_216
Ba2NiMoO6_225,225,cubic,53,EuMoO3_221
Ba2NiRuO6_194,194,hexagonal,9,Ba3FeRu2O9_194
Ba2NiTeO6_166,166,trigonal,160,Sr2NdMnO6_225
Ba2NiWO6_225,225,cubic,166,SrPrZnBiO6_216
Ba2PaInO6_225,225,cubic,12,BaCaLaSbO6_216
Ba2PrBiO6_12,12,monoclinic,6,Ba2ErPaO6_225
Ba2PrHfO6_225,225,cubic,6,Ba2ErPaO6_225
Ba2PrIrO6_14,14,monoclinic,14,BaSrNdSbO6_216
Ba2PrIrO6_225,225,cubic,14,BaSrNdSbO6_216
Ba2PrIrO6_58,58,orthorhombic,14,BaSrNdSbO6_216
Ba2PrMgRuO6_71,71,orthorhombic,7,Ba2TmMgNbO6_71
Ba2PrNbO6_14,14,monoclinic,14,BaSrNdSbO6_216
Ba2PrNbO6_148,148,trigonal,14,BaSrNdSbO6_216
Ba2PrNbO6_225,225,cubic,14,BaSrNdSbO6_216
Ba2PrPaO6_225,225,cubic,5,Ba2CePaO6_225
Ba2PrPtO6_225,225,cubic,14,BaSrNdSbO6_216
Ba2PrRuO6_12,12,monoclinic,14,BaSrNdSbO6_216
Ba2PrRuO6_225,225,cubic,14,BaSrNdSbO6_216
Ba2PrSeO6_201,201,cubic,14,BaSrNdSbO6_216
Ba2PrTaO6_12,12,monoclinic,14,BaSrNdSbO6_216
Ba2PrTaO6_225,225,cubic,14,BaSrNdSbO6_216
Ba2PrVO6_225,225,cubic,14,BaSrNdSbO6_216
Ba2PrWO6_225,225,cubic,14,BaSrNdSbO6_216
Ba2PrZrO6_201,201,cubic,6,Ba2ErPaO6_225
Ba2PuInO6_225,225,cubic,14,BaSrNdSbO6_216
Ba2PuMnO6_225,225,cubic,11,BaCaDyNbO6_216
Ba2PuPaO6_225,225,cubic,6,Ba2ErPaO6_225
Ba2PuPbO6_225,225,cubic,6,Ba2ErPaO6_225
Ba2PuTaO6_225,225,cubic,14,BaSrNdSbO6_216
Ba2PuTiO6_225,225,cubic,11,BaCaDyNbO6_216
Ba2PuZnO6_225,225,cubic,11,BaCaDyNbO6_216
Ba2ReNiO6_225,225,cubic,166,SrPrZnBiO6_216
Ba2ScIrO6_225,225,cubic,166,SrPrZnBiO6_216
Ba2ScNbO6_225,225,cubic,53,EuMoO3_221
Ba2ScOsO6_225,225,cubic,166,SrPrZnBiO6_216
Ba2ScPaO6_225,225,cubic,12,BaCaLaSbO6_216
Ba2ScReO6_225,225,cubic,166,SrPrZnBiO6_216
Ba2ScTaO6_225,225,cubic,166,SrPrZnBiO6_216
Ba2ScUO6_225,225,cubic,11,BaCaDyNbO6_216
Ba2SmCrO6_225,225,cubic,8,Ba2TmMoO6_225
Ba2SmMgNbO6_71,71,orthorhombic,7,Ba2TmMgNbO6_71
Ba2SmMoO6_87,87,tetragonal,14,BaSrNdSbO6_216
Ba2SmOsO6_225,225,cubic,14,BaSrNdSbO6_216
Ba2SmPaO6_225,225,cubic,5,Ba2CePaO6_225
Ba2SmReO6_225,225,cubic,14,BaSrNdSbO6_216
Ba2SmSbO6_225,225,cubic,14,BaSrNdSbO6_216
Ba2SmSeO6_225,225,cubic,8,Ba2TmMoO6_225
Ba2SmUO6_225,225,cubic,6,Ba2ErPaO6_225
Ba2SnWO6_225,225,cubic,14,BaSrNdSbO6_216
Ba2Sr(IrO3)3_187,187,hexagonal,89,KLaHfFeO6_216
Ba2Sr2CaTi5O15_6,6,monoclinic,161,Sr3La7Mn7(FeO10)3_1
Ba2Sr2Co(CuO4)3_6,6,monoclinic,161,Sr3La7Mn7(FeO10)3_1
Ba2Sr6Co3Cu5O24_3,3,monoclinic,161,Sr3La7Mn7(FeO10)3_1
Ba2SrSeO6_225,225,cubic,8,Ba2TmMoO6_225
Ba2SrTeO6_148,148,trigonal,14,BaSrNdSbO6_216
Ba2SrTm6O12_143,143,trigonal,8,Ba2TmMoO6_225
Ba2SrUO6_14,14,monoclinic,12,BaCaLaSbO6_216
Ba2SrUO6_225,225,cubic,5,Ba2CePaO6_225
Ba2SrWO6_12,12,monoclinic,12,BaCaLaSbO6_216
Ba2SrWO6_148,148,trigonal,12,BaCaLaSbO6_216
Ba2SrWO6_225,225,cubic,12,BaCaLaSbO6_216
Ba2TaFeO6_225,225,cubic,166,SrPrZnBiO6_216
Ba2TaInO6_225,225,cubic,8,Ba2TmMoO6_225
Ba2TaMnO6_139,139,tetragonal,166,SrPrZnBiO6_216
Ba2TaMnO6_62,62,orthorhombic,166,SrPrZnBiO6_216
Ba2TaTlO6_225,225,cubic,14,BaSrNdSbO6_216
Ba2TbBiO6_12,12,monoclinic,14,BaSrNdSbO6_216
Ba2TbBiO6_225,225,cubic,14,BaSrNdSbO6_216
Ba2TbHfO6_225,225,cubic,14,BaSrNdSbO6_216
Ba2TbIrO6_225,225,cubic,8,Ba2TmMoO6_225
Ba2TbMoO6_225,225,cubic,14,BaSrNdSbO6_216
Ba2TbNbO6_225,225,cubic,14,BaSrNdSbO6_216
Ba2TbNbO6_87,87,tetragonal,14,BaSrNdSbO6_216
Ba2TbPaO6_225,225,cubic,6,Ba2ErPaO6_225
Ba2TbSbO6_225,225,cubic,14,BaSrNdSbO6_216
Ba2TbSnO6_225,225,cubic,14,BaSrNdSbO6_216
Ba2TbTaO6_225,225,cubic,14,BaSrNdSbO6_216
Ba2TbTaO6_87,87,tetragonal,14,BaSrNdSbO6_216
Ba2TbWO6_12,12,monoclinic,14,BaSrNdSbO6_216
Ba2TbWO6_201,201,cubic,14,BaSrNdSbO6_216
Ba2TbZrO6_225,225,cubic,14,BaSrNdSbO6_216
Ba2TiFeO6_156,156,trigonal,9,Ba3FeRu2O9_194
Ba2TlSbO6_225,225,cubic,14,BaSrNdSbO6_216
Ba2TmMgNbO6_71,71,orthorhombic,7,Ba2TmMgNbO6_71
Ba2TmMoO6_225,225,cubic,8,Ba2TmMoO6_225
Ba2TmNbO6_225,225,cubic,8,Ba2TmMoO6_225
Ba2TmPaO6_225,225,cubic,6,Ba2ErPaO6_225
Ba2TmRuO6_225,225,cubic,8,Ba2TmMoO6_225
Ba2TmTaO6_225,225,cubic,8,Ba2TmMoO6_225
Ba2UBeO6_225,225,cubic,132,NaSr2OsO6_225
Ba2UCdO6_225,225,cubic,12,BaCaLaSbO6_216
Ba2UCoO6_225,225,cubic,11,BaCaDyNbO6_216
Ba2UCrO6_225,225,cubic,11,BaCaDyNbO6_216
Ba2UGeO6_225,225,cubic,12,BaCaLaSbO6_216
Ba2UHgO6_225,225,cubic,6,Ba2ErPaO6_225
Ba2UInO6_225,225,cubic,14,BaSrNdSbO6_216
Ba2UMnO6_225,225,cubic,12,BaCaLaSbO6_216
Ba2UNiO6_225,225,cubic,11,BaCaDyNbO6_216
Ba2UPbO6_225,225,cubic,5,Ba2CePaO6_225
Ba2UTiO6_225,225,cubic,11,BaCaDyNbO6_216
Ba2UZnO6_225,225,cubic,11,BaCaDyNbO6_216
Ba2VFeO6_194,194,hexagonal,9,Ba3FeRu2O9_194
Ba2VFeO6_225,225,cubic,158,Sr2CrSbO6_12
Ba2YBiO6_225,225,cubic,12,BaCaLaSbO6_216
Ba2YbMgNbO6_71,71,orthorhombic,7,Ba2TmMgNbO6_71
Ba2YbMgRuO6_71,71,orthorhombic,160,Sr2NdMnO6_225
Ba2YbMoO6_225,225,cubic,8,Ba2TmMoO6_225
Ba2YbPaO6_225,225,cubic,14,BaSrNdSbO6_216
Ba2YbTaO6_225,225,cubic,8,Ba2TmMoO6_225
Ba2YbUO6_225,225,cubic,14,BaSrNdSbO6_216
Ba2YIrO6_225,225,cubic,8,Ba2TmMoO6_225
Ba2YMoO6_225,225,cubic,8,Ba2TmMoO6_225
Ba2YNbO6_225,225,cubic,14,BaSrNdSbO6_216
Ba2YOsO6_225,225,cubic,8,Ba2TmMoO6_225
Ba2YPaO6_225,225,cubic,6,Ba2ErPaO6_225
Ba2YRuO6_225,225,cubic,8,Ba2TmMoO6_225
Ba2YSbO6_201,201,cubic,14,BaSrNdSbO6_216
Ba2YTaO6_225,225,cubic,14,BaSrNdSbO6_216
Ba2YTaO6_87,87,tetragonal,14,BaSrNdSbO6_216
Ba2YUO6_225,225,cubic,6,Ba2ErPaO6_225
Ba2YZrO6_225,225,cubic,14,BaSrNdSbO6_216
Ba2ZnMoO6_225,225,cubic,53,EuMoO3_221
Ba2ZnOsO6_225,225,cubic,166,SrPrZnBiO6_216
Ba2ZnReO6_225,225,cubic,166,SrPrZnBiO6_216
Ba2ZnTeO6_225,225,cubic,53,EuMoO3_221
Ba2ZnWO6_225,225,cubic,166,SrPrZnBiO6_216
Ba2ZrInO6_225,225,cubic,14,BaSrNdSbO6_216
Ba2ZrUO6_225,225,cubic,12,BaCaLaSbO6_216
Ba32Sb7Pb25O96_1,1,triclinic,14,BaSrNdSbO6_216
Ba3AsN_221,221,cubic,152,RbTlI3_225
Ba3AsP_221,221,cubic,152,RbTlI3_225
Ba3BeIr2O9_164,164,trigonal,159,Sr2HfCrO6_12
Ba3BiAs_221,221,cubic,145,Rb2NaCeI6_225
Ba3BiIr2O9_15,15,monoclinic,11,BaCaDyNbO6_216
Ba3BiIrRuO9_9,9,monoclinic,11,BaCaDyNbO6_216
Ba3BiN_221,221,cubic,142,PbCI3N_99
Ba3BiP_221,221,cubic,142,PbCI3N_99
Ba3BiSb_221,221,cubic,37,Cs2YTlI6_225
Ba3CaIr2O9_15,15,monoclinic,157,SmScS3_62
Ba3CaRu2O9_190,190,hexagonal,11,BaCaDyNbO6_216
Ba3CaRu2O9_194,194,hexagonal,11,BaCaDyNbO6_216
Ba3CaSb2O9_15,15,monoclinic,11,BaCaDyNbO6_216
Ba3CaTa2O9_164,164,trigonal,11,BaCaDyNbO6_216
Ba3CeIr2O9_194,194,hexagonal,11,BaCaDyNbO6_216
Ba3CeRu2O9_194,194,hexagonal,160,Sr2NdMnO6_225
Ba3CoIr2O9_194,194,hexagonal,144,Rb2LiRhF6_225
Ba3Cr2MoO9_194,194,hexagonal,9,Ba3FeRu2O9_194
Ba3CuSb2O9_186,186,hexagonal,160,Sr2NdMnO6_225
Ba3Dy2MoO9_71,71,orthorhombic,14,BaSrNdSbO6_216
Ba3Dy4O9_146,146,trigonal,14,BaSrNdSbO6_216
Ba3DyRu2O9_194,194,hexagonal,160,Sr2NdMnO6_225
Ba3Er4O9_146,146,trigonal,8,Ba2TmMoO6_225
Ba3EuRu2O9_194,194,hexagonal,160,Sr2NdMnO6_225
Ba3FeRu2O9_186,186,hexagonal,9,Ba3FeRu2O9_194
Ba3FeRu2O9_194,194,hexagonal,9,Ba3FeRu2O9_194
Ba3GdIrRuO9_186,186,hexagonal,11,BaCaDyNbO6_216
Ba3GeO_62,62,orthorhombic,60,In9Pb4S17_55
Ba3Ho4O9_146,146,trigonal,14,BaSrNdSbO6_216
Ba3HoIrRuO9_186,186,hexagonal,11,BaCaDyNbO6_216
Ba3HoRu2O9_194,194,hexagonal,160,Sr2NdMnO6_225
Ba3InIr2O9_194,194,hexagonal,166,SrPrZnBiO6_216
Ba3La2Ti3Cr2O15_65,65,orthorhombic,96,La2NiMoO6_225
Ba3La7Mn2(Co4O15)2_10,10,monoclinic,161,Sr3La7Mn7(FeO10)3_1
Ba3LiIr2O9_194,194,hexagonal,157,SmScS3_62
Ba3LiIrRuO9_186,186,hexagonal,157,SmScS3_62
Ba3LiOs2O9_194,194,hexagonal,157,SmScS3_62
Ba3LiRu2O9_194,194,hexagonal,144,Rb2LiRhF6_225
Ba3LiTa3Ti5O21_36,36,orthorhombic,27,Cs2GaHgBr6_225
Ba3MgIr2O9_194,194,hexagonal,157,SmScS3_62
Ba3MgIrRuO9_164,164,trigonal,144,Rb2LiRhF6_225
Ba3MgMnNb2O9_1,1,triclinic,160,Sr2NdMnO6_225
Ba3MgSb2O9_194,194,hexagonal,160,Sr2NdMnO6_225
Ba3MgTiWO9_186,186,hexagonal,144,Rb2LiRhF6_225
Ba3Mn2IrO9_166,166,trigonal,157,SmScS3_62
Ba3MnNb2O9_164,164,trigonal,8,Ba2TmMoO6_225
Ba3Na7Ti3Nb7O30_6,6,monoclinic,89,KLaHfFeO6_216
Ba3NaIr2O9_194,194,hexagonal,157,SmScS3_62
Ba3Nb2NiO9_164,164,trigonal,53,EuMoO3_221
Ba3Nb2ZnO9_164,164,trigonal,53,EuMoO3_221
Ba3NiIr2O9_194,194,hexagonal,144,Rb2LiRhF6_225
Ba3NiIrRuO9_164,164,trigonal,144,Rb2LiRhF6_225
Ba3PN_221,221,cubic,143,Rb2InGaI6_225
Ba3PrIr2O9_194,194,hexagonal,11,BaCaDyNbO6_216
Ba3PuO6_225,225,cubic,5,Ba2CePaO6_225
Ba3SbN_221,221,cubic,10,Ba3SnO_221
Ba3SbP_221,221,cubic,146,Rb2NaYI6_225
Ba3SiO_221,221,cubic,39,CsAgBr3_6
Ba3SnO_221,221,cubic,10,Ba3SnO_221
Ba3Sr(SnO3)4_47,47,orthorhombic,8,Ba2TmMoO6_225
Ba3Sr3(BiN)2_194,194,hexagonal,38,Cs3Sc2Br9_194
Ba3Sr3(SbN)2_194,194,hexagonal,38,Cs3Sc2Br9_194
Ba3Sr5Co2(CuO4)6_6,6,monoclinic,161,Sr3La7Mn7(FeO10)3_1
Ba3Sr5Co3Cu5O24_1,1,triclinic,161,Sr3La7Mn7(FeO10)3_1
Ba3Sr5Co4(CuO6)4_8,8,monoclinic,161,Sr3La7Mn7(FeO10)3_1
Ba3Sr5Ti7MnO24_8,8,monoclinic,161,Sr3La7Mn7(FeO10)3_1
Ba3Sr5Ti8O24_123,123,tetragonal,96,La2NiMoO6_225
Ba3SrCo(CuO4)3_38,38,orthorhombic,96,La2NiMoO6_225
Ba3SrMg2(TeO6)2_160,160,trigonal,166,SrPrZnBiO6_216
Ba3SrMgNb2O9_1,1,triclinic,7,Ba2TmMgNbO6_71
Ba3SrNb2O9_176,176,hexagonal,7,Ba2TmMgNbO6_71
Ba3Ta2MnO9_164,164,trigonal,160,Sr2NdMnO6_225
Ba3Ta2NiO9_164,164,trigonal,166,SrPrZnBiO6_216
Ba3Ta2ZnO9_164,164,trigonal,166,SrPrZnBiO6_216
Ba3TiFe2O9_164,164,trigonal,9,Ba3FeRu2O9_194
Ba3TiFe2O9_186,186,hexagonal,9,Ba3FeRu2O9_194
Ba3Tm4O9_146,146,trigonal,8,Ba2TmMoO6_225
Ba3TmRu2O9_194,194,hexagonal,160,Sr2NdMnO6_225
Ba3UFe2O9_71,71,orthorhombic,166,SrPrZnBiO6_216
Ba3UIn2O9_71,71,orthorhombic,14,BaSrNdSbO6_216
Ba3UO6_225,225,cubic,148,Rb3MoF6_225
Ba3WO6_225,225,cubic,5,Ba2CePaO6_225
Ba3Y4O9_146,146,trigonal,14,BaSrNdSbO6_216
Ba3Yb4O9_146,146,trigonal,8,Ba2TmMoO6_225
Ba3YIrRuO9_186,186,hexagonal,11,BaCaDyNbO6_216
Ba3YRu2O9_194,194,hexagonal,160,Sr2NdMnO6_225
Ba3ZnIrRuO9_164,164,trigonal,144,Rb2LiRhF6_225
Ba3ZnSb2O9_194,194,hexagonal,160,Sr2NdMnO6_225
Ba3ZrIr2O9_194,194,hexagonal,166,SrPrZnBiO6_216
Ba3ZrRu2O9_194,194,hexagonal,160,Sr2NdMnO6_225
